Row ID,Order ID,Year,Order Date,Month,Ship Mode,Customer ID,Customer Name,Segment,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Sales,Quantity,Profit
5365,CA-2011-123477,2011,1/19/2011,January,Second Class,DW-13195,David Wiener,Corporate,Springfield,Oregon,97477,West,OFF-AP-10000692,Office Supplies,Appliances,64.864,4,6.4864
5366,CA-2013-107790,2013,11/21/2013,November,Standard Class,EH-13990,Erica Hackney,Consumer,Houston,Texas,77041,Central,TEC-PH-10004539,Technology,Phones,151.192,1,13.2293
5367,CA-2014-158071,2014,6/11/2014,June,Standard Class,BD-11320,Bill Donatelli,Consumer,Seattle,Washington,98103,West,TEC-PH-10002923,Technology,Phones,88.776,3,7.7679
5368,CA-2014-158071,2014,6/11/2014,June,Standard Class,BD-11320,Bill Donatelli,Consumer,Seattle,Washington,98103,West,OFF-LA-10004689,Office Supplies,Labels,11.56,4,5.4332
5369,CA-2014-158071,2014,6/11/2014,June,Standard Class,BD-11320,Bill Donatelli,Consumer,Seattle,Washington,98103,West,OFF-ST-10001228,Office Supplies,Storage,15.58,1,3.895
5370,CA-2014-147403,2014,9/11/2014,September,First Class,KH-16630,Ken Heidel,Corporate,Akron,Ohio,44312,East,OFF-PA-10003302,Office Supplies,Paper,85.056,3,28.7064
5371,US-2014-136721,2014,4/9/2014,April,Standard Class,NH-18610,Nicole Hansen,Corporate,Oak Park,Michigan,48237,Central,FUR-FU-10004665,Furniture,Furnishings,273.96,2,71.2296
5372,US-2014-136721,2014,4/9/2014,April,Standard Class,NH-18610,Nicole Hansen,Corporate,Oak Park,Michigan,48237,Central,FUR-FU-10004188,Furniture,Furnishings,306.9,3,79.794
5373,CA-2012-118738,2012,10/24/2012,October,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Houston,Texas,77041,Central,OFF-PA-10003177,Office Supplies,Paper,15.552,3,5.4432
5374,CA-2012-118738,2012,10/24/2012,October,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Houston,Texas,77041,Central,FUR-TA-10002607,Furniture,Tables,347.361,7,-69.4722
5375,CA-2012-118738,2012,10/24/2012,October,Standard Class,AG-10495,Andrew Gjertsen,Corporate,Houston,Texas,77041,Central,OFF-PA-10001166,Office Supplies,Paper,10.368,2,3.6288
5376,CA-2014-134152,2014,5/28/2014,May,Standard Class,RP-19855,Roy Phan,Corporate,Seattle,Washington,98103,West,TEC-AC-10004510,Technology,Accessories,98.16,6,9.816
5377,CA-2014-134152,2014,5/28/2014,May,Standard Class,RP-19855,Roy Phan,Corporate,Seattle,Washington,98103,West,OFF-AR-10004062,Office Supplies,Art,31.44,3,7.86
5378,CA-2011-125542,2011,12/5/2011,December,First Class,NB-18655,Nona Balk,Corporate,Philadelphia,Pennsylvania,19134,East,OFF-EN-10000056,Office Supplies,Envelopes,348.488,7,117.6147
5379,CA-2011-125542,2011,12/5/2011,December,First Class,NB-18655,Nona Balk,Corporate,Philadelphia,Pennsylvania,19134,East,OFF-ST-10001469,Office Supplies,Storage,172.736,4,-30.2288
5380,CA-2013-136021,2013,8/15/2013,August,Standard Class,JM-15580,Jill Matthias,Consumer,Los Angeles,California,90045,West,OFF-PA-10000551,Office Supplies,Paper,15.54,3,7.6146
5381,CA-2013-136021,2013,8/15/2013,August,Standard Class,JM-15580,Jill Matthias,Consumer,Los Angeles,California,90045,West,TEC-MA-10000423,Technology,Machines,105.552,6,35.6238
5382,CA-2013-149195,2013,9/6/2013,September,Second Class,DM-13525,Don Miller,Corporate,Houston,Texas,77070,Central,OFF-PA-10001870,Office Supplies,Paper,25.92,5,9.072
5383,CA-2013-149195,2013,9/6/2013,September,Second Class,DM-13525,Don Miller,Corporate,Houston,Texas,77070,Central,OFF-FA-10001843,Office Supplies,Fasteners,15.808,8,5.3352
5384,CA-2013-149195,2013,9/6/2013,September,Second Class,DM-13525,Don Miller,Corporate,Houston,Texas,77070,Central,OFF-PA-10002036,Office Supplies,Paper,10.368,2,3.7584
5385,CA-2014-161410,2014,6/27/2014,June,Standard Class,CC-12220,Chris Cortes,Consumer,Philadelphia,Pennsylvania,19143,East,TEC-PH-10001760,Technology,Phones,358.2,3,41.79
5386,CA-2014-161410,2014,6/27/2014,June,Standard Class,CC-12220,Chris Cortes,Consumer,Philadelphia,Pennsylvania,19143,East,TEC-PH-10000673,Technology,Phones,545.916,14,72.7888
5387,CA-2014-152786,2014,3/13/2014,March,Standard Class,GA-14725,Guy Armstrong,Consumer,Rogers,Arkansas,72756,South,OFF-BI-10000829,Office Supplies,Binders,40.41,9,18.5886
5388,CA-2014-164707,2014,2/19/2014,February,Second Class,CV-12805,Cynthia Voltz,Corporate,Los Angeles,California,90045,West,TEC-PH-10001924,Technology,Phones,167.976,3,10.4985
5389,CA-2014-164707,2014,2/19/2014,February,Second Class,CV-12805,Cynthia Voltz,Corporate,Los Angeles,California,90045,West,TEC-AC-10004864,Technology,Accessories,109.53,3,47.0979
5390,CA-2014-164707,2014,2/19/2014,February,Second Class,CV-12805,Cynthia Voltz,Corporate,Los Angeles,California,90045,West,OFF-LA-10004345,Office Supplies,Labels,9.82,2,4.8118
5391,CA-2014-163874,2014,11/11/2014,November,Second Class,NC-18535,Nick Crebassa,Corporate,Seattle,Washington,98105,West,OFF-BI-10000088,Office Supplies,Binders,26.352,3,9.5526
5392,US-2011-123183,2011,11/19/2011,November,Standard Class,GR-14560,Georgia Rosenberg,Corporate,Wilmington,Delaware,19805,East,OFF-LA-10002787,Office Supplies,Labels,22.5,6,10.8
5393,US-2011-123183,2011,11/19/2011,November,Standard Class,GR-14560,Georgia Rosenberg,Corporate,Wilmington,Delaware,19805,East,OFF-LA-10001569,Office Supplies,Labels,9.96,2,4.5816
5394,US-2011-123183,2011,11/19/2011,November,Standard Class,GR-14560,Georgia Rosenberg,Corporate,Wilmington,Delaware,19805,East,OFF-BI-10002429,Office Supplies,Binders,213.08,7,102.2784
5395,US-2011-123183,2011,11/19/2011,November,Standard Class,GR-14560,Georgia Rosenberg,Corporate,Wilmington,Delaware,19805,East,FUR-BO-10000362,Furniture,Bookcases,1025.88,6,235.9524
5396,CA-2011-104829,2011,11/18/2011,November,Second Class,JG-15805,John Grady,Corporate,Provo,Utah,84604,West,OFF-PA-10003016,Office Supplies,Paper,21.98,7,9.891
5397,US-2013-147340,2013,9/25/2013,September,Same Day,EB-13750,Edward Becker,Corporate,San Francisco,California,94110,West,FUR-FU-10002501,Furniture,Furnishings,63.2,5,23.384
5398,CA-2013-145492,2013,11/21/2013,November,Standard Class,MC-17605,Matt Connell,Corporate,Los Angeles,California,90004,West,OFF-AP-10003622,Office Supplies,Appliances,39,12,11.31
5399,CA-2013-163202,2013,9/28/2013,September,Standard Class,BM-11650,Brian Moss,Corporate,Lancaster,Ohio,43130,East,OFF-BI-10002764,Office Supplies,Binders,2.907,3,-2.0349
5400,CA-2013-117681,2013,4/10/2013,April,Standard Class,HF-14995,Herbert Flentye,Consumer,Los Angeles,California,90004,West,FUR-BO-10001798,Furniture,Bookcases,556.665,5,6.549
5401,CA-2014-132262,2014,9/22/2014,September,First Class,ML-18265,Muhammed Lee,Consumer,Seattle,Washington,98103,West,TEC-AC-10000158,Technology,Accessories,71.98,2,15.1158
5402,CA-2014-132262,2014,9/22/2014,September,First Class,ML-18265,Muhammed Lee,Consumer,Seattle,Washington,98103,West,TEC-AC-10000303,Technology,Accessories,79.98,2,26.3934
5403,CA-2014-123043,2014,8/25/2014,August,Standard Class,AH-10195,Alan Haines,Corporate,New York City,New York,10024,East,OFF-BI-10003910,Office Supplies,Binders,24.672,4,7.71
5404,CA-2014-123043,2014,8/25/2014,August,Standard Class,AH-10195,Alan Haines,Corporate,New York City,New York,10024,East,OFF-BI-10000138,Office Supplies,Binders,3.744,1,1.3104
5405,US-2013-143280,2013,2/22/2013,February,Standard Class,TZ-21580,Tracy Zic,Consumer,Los Angeles,California,90045,West,TEC-PH-10002398,Technology,Phones,445.96,5,55.745
5406,US-2013-143280,2013,2/22/2013,February,Standard Class,TZ-21580,Tracy Zic,Consumer,Los Angeles,California,90045,West,TEC-AC-10003399,Technology,Accessories,36.24,1,15.2208
5407,US-2013-143280,2013,2/22/2013,February,Standard Class,TZ-21580,Tracy Zic,Consumer,Los Angeles,California,90045,West,OFF-FA-10000992,Office Supplies,Fasteners,10.65,3,5.0055
5408,CA-2014-108854,2014,12/9/2014,December,Standard Class,DM-13345,Denise Monton,Corporate,San Francisco,California,94109,West,OFF-PA-10003022,Office Supplies,Paper,87.92,4,40.4432
5409,CA-2014-108854,2014,12/9/2014,December,Standard Class,DM-13345,Denise Monton,Corporate,San Francisco,California,94109,West,OFF-BI-10002854,Office Supplies,Binders,22.424,1,8.409
5410,CA-2014-108854,2014,12/9/2014,December,Standard Class,DM-13345,Denise Monton,Corporate,San Francisco,California,94109,West,OFF-BI-10001670,Office Supplies,Binders,90.48,3,33.93
5411,CA-2014-108854,2014,12/9/2014,December,Standard Class,DM-13345,Denise Monton,Corporate,San Francisco,California,94109,West,OFF-ST-10001837,Office Supplies,Storage,42.76,1,11.1176
5412,CA-2014-166856,2014,9/19/2014,September,Standard Class,TS-21505,Tony Sayre,Consumer,Clovis,New Mexico,88101,West,OFF-BI-10002012,Office Supplies,Binders,10.08,7,3.528
5413,CA-2014-166856,2014,9/19/2014,September,Standard Class,TS-21505,Tony Sayre,Consumer,Clovis,New Mexico,88101,West,TEC-AC-10004992,Technology,Accessories,101.34,3,8.1072
5414,CA-2013-153157,2013,9/12/2013,September,First Class,TB-21625,Trudy Brown,Consumer,Wichita,Kansas,67212,Central,TEC-PH-10003171,Technology,Phones,224.75,5,62.93
5415,US-2014-125647,2014,9/24/2014,September,Standard Class,LC-16870,Lena Cacioppo,Consumer,Chicago,Illinois,60653,Central,OFF-AP-10000390,Office Supplies,Appliances,73.176,6,-197.5752
5416,US-2014-125647,2014,9/24/2014,September,Standard Class,LC-16870,Lena Cacioppo,Consumer,Chicago,Illinois,60653,Central,OFF-PA-10004888,Office Supplies,Paper,20.736,4,7.2576
5417,US-2014-125647,2014,9/24/2014,September,Standard Class,LC-16870,Lena Cacioppo,Consumer,Chicago,Illinois,60653,Central,TEC-PH-10004188,Technology,Phones,39.984,2,-8.9964
5418,CA-2011-132542,2011,10/6/2011,October,Second Class,AM-10360,Alice McCarthy,Corporate,Omaha,Nebraska,68104,Central,OFF-BI-10004099,Office Supplies,Binders,15.36,2,7.68
5419,CA-2012-110877,2012,10/23/2012,October,First Class,JE-15715,Joe Elijah,Consumer,Houston,Texas,77041,Central,OFF-PA-10004621,Office Supplies,Paper,36.288,7,12.7008
5420,CA-2012-110877,2012,10/23/2012,October,First Class,JE-15715,Joe Elijah,Consumer,Houston,Texas,77041,Central,TEC-PH-10002103,Technology,Phones,150.384,2,15.0384
5421,US-2013-151827,2013,4/1/2013,April,Second Class,CS-11950,Carlos Soltero,Consumer,Philadelphia,Pennsylvania,19134,East,TEC-PH-10002789,Technology,Phones,280.782,3,-60.8361
5422,US-2013-151827,2013,4/1/2013,April,Second Class,CS-11950,Carlos Soltero,Consumer,Philadelphia,Pennsylvania,19134,East,TEC-AC-10003289,Technology,Accessories,31.984,2,1.1994
5423,US-2013-163258,2013,12/30/2013,December,Standard Class,PF-19225,Phillip Flathmann,Consumer,Los Angeles,California,90045,West,OFF-BI-10000138,Office Supplies,Binders,11.232,3,3.9312
5424,CA-2014-103009,2014,11/4/2014,November,Second Class,PJ-18835,Patrick Jones,Corporate,Richmond,Kentucky,40475,South,OFF-PA-10001215,Office Supplies,Paper,26.4,5,11.88
5425,US-2014-120649,2014,1/21/2014,January,Standard Class,JF-15490,Jeremy Farry,Consumer,Waterbury,Connecticut,6708,East,OFF-AR-10001545,Office Supplies,Art,3.52,2,1.0208
5426,CA-2013-153598,2013,12/4/2013,December,First Class,NM-18520,Neoma Murray,Consumer,Los Angeles,California,90045,West,TEC-AC-10003870,Technology,Accessories,1649.95,5,659.98
5427,CA-2013-153598,2013,12/4/2013,December,First Class,NM-18520,Neoma Murray,Consumer,Los Angeles,California,90045,West,FUR-FU-10001085,Furniture,Furnishings,111.9,6,51.474
5428,US-2013-108497,2013,6/15/2013,June,Same Day,MH-17290,Marc Harrigan,Home Office,Los Angeles,California,90036,West,FUR-BO-10004218,Furniture,Bookcases,599.165,5,35.245
5429,CA-2013-113096,2013,9/3/2013,September,First Class,SZ-20035,Sam Zeldin,Home Office,San Francisco,California,94122,West,OFF-ST-10003455,Office Supplies,Storage,46.53,3,12.0978
5430,CA-2011-136861,2011,9/5/2011,September,First Class,PR-18880,Patrick Ryan,Consumer,Saint Petersburg,Florida,33710,South,FUR-FU-10001967,Furniture,Furnishings,31.984,2,1.999
5431,CA-2014-117422,2014,10/22/2014,October,Standard Class,FC-14245,Frank Carlisle,Home Office,Lakewood,Ohio,44107,East,OFF-AP-10000938,Office Supplies,Appliances,161.568,2,16.1568
5432,CA-2014-117422,2014,10/22/2014,October,Standard Class,FC-14245,Frank Carlisle,Home Office,Lakewood,Ohio,44107,East,OFF-PA-10002195,Office Supplies,Paper,4.064,1,1.3716
5433,CA-2014-117422,2014,10/22/2014,October,Standard Class,FC-14245,Frank Carlisle,Home Office,Lakewood,Ohio,44107,East,OFF-BI-10002799,Office Supplies,Binders,6.216,4,-4.9728
5434,CA-2014-129707,2014,4/26/2014,April,Standard Class,LH-16750,Larry Hughes,Consumer,Chandler,Arizona,85224,West,OFF-AR-10000246,Office Supplies,Art,8.896,4,0.6672
5435,CA-2012-160171,2012,10/19/2012,October,Standard Class,RM-19675,Robert Marley,Home Office,Los Angeles,California,90008,West,OFF-AP-10000275,Office Supplies,Appliances,1640.7,5,459.396
5436,CA-2012-160171,2012,10/19/2012,October,Standard Class,RM-19675,Robert Marley,Home Office,Los Angeles,California,90008,West,TEC-AC-10000892,Technology,Accessories,270,3,97.2
5437,CA-2011-103317,2011,7/5/2011,July,First Class,DM-13525,Don Miller,Corporate,Palm Coast,Florida,32137,South,FUR-FU-10001591,Furniture,Furnishings,19.52,2,5.368
5438,CA-2011-103317,2011,7/5/2011,July,First Class,DM-13525,Don Miller,Corporate,Palm Coast,Florida,32137,South,OFF-BI-10001787,Office Supplies,Binders,9.81,5,-6.867
5439,CA-2011-103317,2011,7/5/2011,July,First Class,DM-13525,Don Miller,Corporate,Palm Coast,Florida,32137,South,FUR-FU-10003192,Furniture,Furnishings,213.216,3,15.9912
5440,CA-2013-167115,2013,4/5/2013,April,Standard Class,EH-14185,Evan Henry,Consumer,New York City,New York,10035,East,OFF-BI-10004600,Office Supplies,Binders,588.784,2,183.995
5441,US-2014-153633,2014,11/14/2014,November,Second Class,TC-21295,Toby Carlisle,Consumer,Jupiter,Florida,33458,South,OFF-AR-10002335,Office Supplies,Art,2.064,1,0.1548
5442,CA-2014-155929,2014,9/10/2014,September,Standard Class,AI-10855,Arianne Irving,Consumer,Glendale,Arizona,85301,West,OFF-PA-10000859,Office Supplies,Paper,6.368,2,2.388
5443,CA-2012-148712,2012,4/17/2012,April,Standard Class,JM-15535,Jessica Myrick,Consumer,New York City,New York,10035,East,TEC-AC-10003198,Technology,Accessories,99.6,1,36.852
5444,CA-2012-148712,2012,4/17/2012,April,Standard Class,JM-15535,Jessica Myrick,Consumer,New York City,New York,10035,East,OFF-BI-10001900,Office Supplies,Binders,62.296,13,21.0249
5445,CA-2012-148712,2012,4/17/2012,April,Standard Class,JM-15535,Jessica Myrick,Consumer,New York City,New York,10035,East,OFF-AR-10000614,Office Supplies,Art,10.71,3,2.7846
5446,CA-2013-128307,2013,7/26/2013,July,Standard Class,BE-11335,Bill Eplett,Home Office,Houston,Texas,77041,Central,OFF-EN-10003040,Office Supplies,Envelopes,20.936,1,7.0659
5447,US-2013-127425,2013,8/27/2013,August,Standard Class,DR-12880,Dan Reichenbach,Corporate,New York City,New York,10035,East,TEC-PH-10003442,Technology,Phones,33,6,8.25
5448,US-2013-127425,2013,8/27/2013,August,Standard Class,DR-12880,Dan Reichenbach,Corporate,New York City,New York,10035,East,TEC-AC-10002800,Technology,Accessories,249.95,5,87.4825
5449,US-2011-119081,2011,9/12/2011,September,Standard Class,TA-21385,Tom Ashbrook,Home Office,Olathe,Kansas,66062,Central,OFF-SU-10000157,Office Supplies,Supplies,357.93,3,7.1586
5450,US-2011-119081,2011,9/12/2011,September,Standard Class,TA-21385,Tom Ashbrook,Home Office,Olathe,Kansas,66062,Central,TEC-AC-10001542,Technology,Accessories,57.4,5,10.906
5451,US-2011-119081,2011,9/12/2011,September,Standard Class,TA-21385,Tom Ashbrook,Home Office,Olathe,Kansas,66062,Central,OFF-BI-10004519,Office Supplies,Binders,331.96,2,149.382
5452,US-2011-119081,2011,9/12/2011,September,Standard Class,TA-21385,Tom Ashbrook,Home Office,Olathe,Kansas,66062,Central,FUR-FU-10003464,Furniture,Furnishings,40.56,2,12.9792
5453,CA-2013-140613,2013,7/23/2013,July,Standard Class,KN-16705,Kristina Nunn,Home Office,Sparks,Nevada,89431,West,OFF-SU-10004261,Office Supplies,Supplies,86.2,5,24.998
5454,US-2014-108700,2014,5/20/2014,May,Standard Class,PJ-18835,Patrick Jones,Corporate,Rockford,Illinois,61107,Central,OFF-PA-10004733,Office Supplies,Paper,38.016,6,13.7808
5455,CA-2014-160962,2014,4/29/2014,April,Standard Class,MC-17605,Matt Connell,Corporate,Philadelphia,Pennsylvania,19143,East,OFF-ST-10001325,Office Supplies,Storage,8.384,1,0.7336
5456,CA-2014-160962,2014,4/29/2014,April,Standard Class,MC-17605,Matt Connell,Corporate,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003056,Office Supplies,Art,6.848,2,0.7704
5457,CA-2014-130631,2014,12/30/2014,December,Standard Class,BS-11755,Bruce Stewart,Consumer,Edmonds,Washington,98026,West,OFF-FA-10000089,Office Supplies,Fasteners,19.6,5,9.604
5458,CA-2014-130631,2014,12/30/2014,December,Standard Class,BS-11755,Bruce Stewart,Consumer,Edmonds,Washington,98026,West,FUR-FU-10004093,Furniture,Furnishings,68.46,2,20.538
5459,CA-2014-116680,2014,9/5/2014,September,Second Class,PK-19075,Pete Kriz,Consumer,San Francisco,California,94122,West,OFF-BI-10004022,Office Supplies,Binders,13.344,6,4.3368
5460,CA-2014-116680,2014,9/5/2014,September,Second Class,PK-19075,Pete Kriz,Consumer,San Francisco,California,94122,West,FUR-TA-10001771,Furniture,Tables,1478.272,8,92.392
5461,US-2011-107405,2011,3/21/2011,March,Standard Class,TS-21205,Thomas Seio,Corporate,Asheville,North Carolina,28806,South,OFF-ST-10002301,Office Supplies,Storage,16.272,1,-3.8646
5462,CA-2014-101574,2014,9/29/2014,September,Standard Class,BD-11725,Bruce Degenhardt,Consumer,Los Angeles,California,90032,West,FUR-FU-10001706,Furniture,Furnishings,9.24,3,4.4352
5463,CA-2011-146591,2011,1/20/2011,January,First Class,TS-21340,Toby Swindell,Consumer,Scottsdale,Arizona,85254,West,OFF-BI-10003676,Office Supplies,Binders,32.34,10,-23.716
5464,CA-2011-146591,2011,1/20/2011,January,First Class,TS-21340,Toby Swindell,Consumer,Scottsdale,Arizona,85254,West,OFF-PA-10000659,Office Supplies,Paper,56.064,4,19.6224
5465,CA-2011-146591,2011,1/20/2011,January,First Class,TS-21340,Toby Swindell,Consumer,Scottsdale,Arizona,85254,West,OFF-EN-10002504,Office Supplies,Envelopes,108.72,5,36.693
5466,CA-2011-146591,2011,1/20/2011,January,First Class,TS-21340,Toby Swindell,Consumer,Scottsdale,Arizona,85254,West,FUR-BO-10001972,Furniture,Bookcases,181.47,5,-320.597
5467,CA-2011-107706,2011,2/15/2011,February,Second Class,ST-20530,Shui Tom,Consumer,Houston,Texas,77095,Central,OFF-PA-10000466,Office Supplies,Paper,16.176,3,6.066
5468,CA-2013-122448,2013,6/10/2013,June,Standard Class,DB-13210,Dean Braden,Consumer,San Francisco,California,94109,West,FUR-CH-10002774,Furniture,Chairs,122.352,3,13.7646
5469,CA-2011-132451,2011,9/26/2011,September,First Class,KF-16285,Karen Ferguson,Home Office,San Diego,California,92105,West,FUR-CH-10000454,Furniture,Chairs,585.552,3,73.194
5470,CA-2011-132451,2011,9/26/2011,September,First Class,KF-16285,Karen Ferguson,Home Office,San Diego,California,92105,West,OFF-PA-10004888,Office Supplies,Paper,19.44,3,9.3312
5471,CA-2013-158547,2013,5/31/2013,May,Standard Class,JM-16195,Justin MacKendrick,Consumer,Hamilton,Ohio,45011,East,OFF-AP-10003842,Office Supplies,Appliances,123.92,5,9.294
5472,CA-2014-116946,2014,12/20/2014,December,Standard Class,TS-21505,Tony Sayre,Consumer,Parker,Colorado,80134,West,FUR-FU-10000320,Furniture,Furnishings,13.36,5,4.008
5473,CA-2014-116946,2014,12/20/2014,December,Standard Class,TS-21505,Tony Sayre,Consumer,Parker,Colorado,80134,West,OFF-ST-10002554,Office Supplies,Storage,78.256,2,-17.6076
5474,CA-2014-116946,2014,12/20/2014,December,Standard Class,TS-21505,Tony Sayre,Consumer,Parker,Colorado,80134,West,FUR-BO-10000468,Furniture,Bookcases,102.018,7,-183.6324
5475,CA-2014-121741,2014,12/27/2014,December,Same Day,YC-21895,Yoseph Carroll,Corporate,Fremont,Nebraska,68025,Central,OFF-ST-10004459,Office Supplies,Storage,750.68,2,37.534
5476,CA-2014-169691,2014,6/16/2014,June,First Class,Dp-13240,Dean percer,Home Office,Maple Grove,Minnesota,55369,Central,OFF-LA-10002312,Office Supplies,Labels,44.4,3,22.2
5477,CA-2014-169691,2014,6/16/2014,June,First Class,Dp-13240,Dean percer,Home Office,Maple Grove,Minnesota,55369,Central,OFF-ST-10001291,Office Supplies,Storage,84.55,5,22.8285
5478,CA-2014-169691,2014,6/16/2014,June,First Class,Dp-13240,Dean percer,Home Office,Maple Grove,Minnesota,55369,Central,OFF-PA-10003022,Office Supplies,Paper,17.94,3,8.7906
5479,CA-2013-121356,2013,11/21/2013,November,Standard Class,SJ-20500,Shirley Jackson,Consumer,Newark,Delaware,19711,East,OFF-BI-10002133,Office Supplies,Binders,128.4,3,62.916
5480,CA-2011-101770,2011,3/31/2011,March,Standard Class,KB-16240,Karen Bern,Corporate,Miami,Florida,33180,South,OFF-BI-10001097,Office Supplies,Binders,1.869,1,-1.3083
5481,CA-2014-105487,2014,10/9/2014,October,Standard Class,CS-12250,Chris Selesnick,Corporate,San Diego,California,92105,West,TEC-PH-10001336,Technology,Phones,103.192,1,11.6091
5482,CA-2014-105487,2014,10/9/2014,October,Standard Class,CS-12250,Chris Selesnick,Corporate,San Diego,California,92105,West,TEC-AC-10002305,Technology,Accessories,36,2,6.48
5483,CA-2014-105487,2014,10/9/2014,October,Standard Class,CS-12250,Chris Selesnick,Corporate,San Diego,California,92105,West,TEC-AC-10003610,Technology,Accessories,239.96,4,115.1808
5484,CA-2014-105487,2014,10/9/2014,October,Standard Class,CS-12250,Chris Selesnick,Corporate,San Diego,California,92105,West,OFF-ST-10002301,Office Supplies,Storage,40.68,2,0.4068
5485,CA-2014-148999,2014,1/31/2014,January,Standard Class,EB-13870,Emily Burns,Consumer,Miami,Florida,33142,South,FUR-CH-10002044,Furniture,Chairs,419.136,4,-68.1096
5486,CA-2011-107573,2011,12/12/2011,December,Standard Class,PB-19150,Philip Brown,Consumer,Miami,Florida,33178,South,OFF-EN-10001099,Office Supplies,Envelopes,23.472,3,7.6284
5487,CA-2012-156608,2012,10/24/2012,October,Standard Class,MT-18070,Michelle Tran,Home Office,San Antonio,Texas,78207,Central,OFF-BI-10004140,Office Supplies,Binders,3.592,4,-6.286
5488,CA-2014-134495,2014,4/2/2014,April,Second Class,BF-11020,Barry Französisch,Corporate,Jacksonville,Florida,32216,South,TEC-PH-10004897,Technology,Phones,23.976,3,-5.6943
5489,CA-2014-134495,2014,4/2/2014,April,Second Class,BF-11020,Barry Französisch,Corporate,Jacksonville,Florida,32216,South,OFF-LA-10000262,Office Supplies,Labels,6.264,3,2.0358
5490,CA-2014-134495,2014,4/2/2014,April,Second Class,BF-11020,Barry Französisch,Corporate,Jacksonville,Florida,32216,South,OFF-AP-10002222,Office Supplies,Appliances,20.808,3,1.8207
5491,CA-2014-134495,2014,4/2/2014,April,Second Class,BF-11020,Barry Französisch,Corporate,Jacksonville,Florida,32216,South,FUR-CH-10003774,Furniture,Chairs,218.352,3,-19.1058
5492,CA-2014-164098,2014,1/27/2014,January,First Class,CG-12520,Claire Gute,Consumer,Houston,Texas,77070,Central,OFF-ST-10000615,Office Supplies,Storage,18.16,2,1.816
5493,CA-2011-105249,2011,11/28/2011,November,Same Day,DH-13675,Duane Huffman,Home Office,San Francisco,California,94122,West,OFF-SU-10001225,Office Supplies,Supplies,7.36,2,0.1472
5494,CA-2011-105249,2011,11/28/2011,November,Same Day,DH-13675,Duane Huffman,Home Office,San Francisco,California,94122,West,OFF-LA-10002043,Office Supplies,Labels,41.4,4,19.872
5495,CA-2011-105249,2011,11/28/2011,November,Same Day,DH-13675,Duane Huffman,Home Office,San Francisco,California,94122,West,FUR-BO-10000330,Furniture,Bookcases,411.332,4,-4.8392
5496,CA-2012-113523,2012,9/4/2012,September,Standard Class,SC-20440,Shaun Chance,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001249,Office Supplies,Binders,7.656,4,-6.1248
5497,CA-2014-117821,2014,6/13/2014,June,Standard Class,HG-15025,Hunter Glantz,Consumer,Marion,Ohio,43302,East,TEC-AC-10004469,Technology,Accessories,63.92,2,19.176
5498,CA-2014-164378,2014,7/16/2014,July,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,10024,East,OFF-AR-10001177,Office Supplies,Art,6.56,2,1.9024
5499,CA-2014-164378,2014,7/16/2014,July,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,10024,East,OFF-LA-10000634,Office Supplies,Labels,7.83,3,3.6018
5500,CA-2014-164378,2014,7/16/2014,July,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,10024,East,TEC-AC-10004708,Technology,Accessories,41.9,2,8.799
5501,CA-2014-164378,2014,7/16/2014,July,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,10024,East,FUR-CH-10002084,Furniture,Chairs,664.146,6,88.5528
5502,CA-2014-164378,2014,7/16/2014,July,Second Class,MM-18055,Michelle Moray,Consumer,New York City,New York,10024,East,OFF-PA-10004519,Office Supplies,Paper,8.96,2,4.3904
5503,CA-2014-127782,2014,11/3/2014,November,Standard Class,TH-21115,Thea Hudgings,Corporate,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001847,Furniture,Furnishings,3.312,1,0.6624
5504,CA-2014-127782,2014,11/3/2014,November,Standard Class,TH-21115,Thea Hudgings,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-AP-10001962,Office Supplies,Appliances,20.136,3,1.2585
5505,CA-2014-127782,2014,11/3/2014,November,Standard Class,TH-21115,Thea Hudgings,Corporate,Philadelphia,Pennsylvania,19140,East,OFF-EN-10003845,Office Supplies,Envelopes,8.856,3,2.8782
5506,CA-2014-127782,2014,11/3/2014,November,Standard Class,TH-21115,Thea Hudgings,Corporate,Philadelphia,Pennsylvania,19140,East,TEC-PH-10001817,Technology,Phones,859.2,4,-186.16
5507,US-2013-162026,2013,10/9/2013,October,Same Day,JE-15745,Joel Eaton,Consumer,Los Angeles,California,90036,West,OFF-PA-10000167,Office Supplies,Paper,61.96,2,27.882
5508,CA-2013-150000,2013,4/9/2013,April,Standard Class,PG-18820,Patrick Gardner,Consumer,Smyrna,Georgia,30080,South,OFF-EN-10002973,Office Supplies,Envelopes,17.92,4,8.6016
5509,CA-2012-168529,2012,10/8/2012,October,Standard Class,MB-17305,Maria Bertelson,Consumer,San Francisco,California,94122,West,FUR-FU-10001588,Furniture,Furnishings,145.9,5,62.737
